13.0933,69.0684,712.0890,1464944762.65600
13.0970,69.0030,711.9408,1464944795.96500
13.0875,68.9496,711.7729,1464944829.27500
13.1028,68.9524,711.6612,1464944862.58400
13.0766,68.9611,711.5283,1464944895.89400
13.0508,68.8391,711.0606,1464944929.20300
13.0292,68.8335,711.0176,1464944962.51200
12.9711,69.0167,711.5927,1464944995.82200
12.9700,69.0973,712.0277,1464945029.13100
12.9892,69.0843,712.2321,1464945062.44000
12.9965,69.0864,712.4261,1464945095.75000
13.0472,69.2309,712.8495,1464945129.05900
13.0181,68.9927,711.9801,1464945162.36900
12.9377,68.9022,712.1209,1464945195.67800
12.9651,68.9900,711.7241,1464945228.98700
12.9763,69.0424,711.7257,1464945262.29700
12.9760,69.0750,711.7890,1464945295.60600
12.9639,69.0920,711.9871,1464945328.91500
12.9645,68.9277,711.8250,1464945362.22500
12.9198,68.8235,711.6865,1464945395.53400
12.9331,68.8162,711.6378,1464945428.84400
12.9567,68.8193,711.5833,1464945462.15300
12.9719,68.8994,711.5479,1464945495.46200
12.9901,68.9436,711.5239,1464945528.77200
12.9918,68.8445,711.1994,1464945562.08100
12.9953,68.6407,710.8884,1464945595.39000
12.9853,68.4558,710.5453,1464945628.70000
12.9747,68.2975,710.0758,1464945662.00900
12.9023,68.2934,710.0851,1464945695.31900
12.7879,68.3930,710.1313,1464945728.62800
12.6788,68.4850,710.0505,1464945761.93700
12.6119,68.5785,710.0998,1464945795.24700
12.6412,68.4914,709.9453,1464945828.55600
12.6871,68.2823,709.6793,1464945861.86500
12.7374,68.1807,709.6967,1464945895.17500
12.7652,68.1647,709.7356,1464945928.48400
12.7454,68.1589,709.7954,1464945961.79400
12.7202,68.2159,709.8700,1464945995.10300
12.7025,68.2875,709.9024,1464946028.41200
12.6667,68.3833,710.0044,1464946061.72200
12.6366,68.4818,710.1034,1464946095.03100
12.5841,68.3851,709.9605,1464946128.34000
12.5864,68.2855,709.8207,1464946161.65000
12.6230,68.2077,709.7346,1464946194.95900
12.6764,68.0641,709.4389,1464946228.26900
12.6872,68.0291,709.3757,1464946261.57800
12.7179,67.9983,709.2255,1464946294.88700
12.7804,68.0795,709.3859,1464946328.19700
12.8189,68.1771,709.4318,1464946361.50600
12.8198,68.2472,709.4821,1464946394.81500
12.7873,68.2896,709.5473,1464946428.12500
12.7636,68.1832,709.4828,1464946461.43400
12.7523,68.0981,709.4684,1464946494.74400
12.7647,68.1270,709.6379,1464946528.05300
12.8071,68.0919,709.5345,1464946572.46500
12.8354,68.0820,709.3366,1464946605.77500
12.7984,68.1118,709.1825,1464946639.08400
12.7813,68.1307,708.9299,1464946672.39400
12.7750,68.1076,708.7974,1464946705.70300
12.8031,67.9913,708.7092,1464946739.01200
12.8040,67.8886,708.5919,1464946772.32200
12.8004,67.7251,708.3122,1464946805.63100
12.7881,67.5909,708.1423,1464946838.94000
12.8159,67.6443,708.2231,1464946872.25000
12.8130,67.7053,708.1850,1464946905.55900
12.8041,67.6231,707.8736,1464946938.86900
12.7627,67.6450,707.7119,1464946972.17800
12.7655,67.6292,707.6085,1464947005.48700
12.7777,67.5221,707.5211,1464947038.79700
12.7529,67.4456,707.4447,1464947072.10600
12.7134,67.4445,707.5587,1464947105.41500
12.7103,67.5422,707.8844,1464947138.72500
12.7306,67.6366,708.1010,1464947172.03400
12.7538,67.7148,708.2544,1464947205.34400
12.8044,67.7185,708.2473,1464947238.65300
12.7856,67.6670,708.0291,1464947271.96200
12.8276,67.6246,707.9416,1464947305.27200
12.8336,67.6096,708.0308,1464947338.58100
12.8134,67.6158,707.9291,1464947371.89000
12.7516,67.4689,707.6904,1464947405.20000
12.7708,67.4492,707.7313,1464947438.50900
12.8408,67.4816,707.7421,1464947471.81900
12.7992,67.5557,707.7585,1464947505.12800
12.8191,67.5132,707.6529,1464947538.43700
12.8087,67.5090,707.5553,1464947571.74700
12.8207,67.4321,707.4546,1464947605.05600
12.8219,67.4108,707.3988,1464947638.36500
12.8173,67.2509,707.1216,1464947671.67500
12.7902,67.2047,707.1271,1464947704.98400
12.7622,67.1910,707.0664,1464947738.29400
12.7058,67.2458,707.1548,1464947771.60300
12.7267,67.4311,707.5158,1464947804.91200
12.6938,67.5623,707.8017,1464947838.22200
12.7522,67.7149,708.2360,1464947871.53100
12.7935,67.8200,708.5863,1464947904.84000
12.8115,67.7327,708.4829,1464947938.15000
12.8052,67.5819,708.3160,1464947971.45900
12.8221,67.5858,708.4307,1464948004.76900
0.0000,-168.3184,7.5606,1464948038.07800
0.0000,-168.3184,7.5606,1464948071.38700
0.0000,-168.3184,7.5606,1464948104.69700
0.0000,-168.3184,7.5606,1464948138.00600
0.0000,-168.3184,7.5606,1464948171.31500
12.2525,67.8032,708.1076,1464948204.62500
12.6962,67.7485,708.2065,1464948237.93400
12.7550,67.6296,708.2794,1464948271.24400
12.7874,67.5996,708.1063,1464948304.55300
12.7570,67.5115,707.7346,1464948337.86200
12.7593,67.5536,707.8037,1464948371.17200
12.7816,67.6343,708.1169,1464948404.48100
12.7923,67.8311,708.6328,1464948437.79000
12.8370,68.1884,709.6320,1464948471.10000
12.8359,68.2165,709.8841,1464948504.40900
12.8381,68.3342,710.0971,1464948537.71900
12.8307,68.2520,709.9698,1464948571.02800
