-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,, 
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
-1,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
335,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
671,1,,,
