TIM REL,GTX,GTY,XRAW,YRAW,GT Xmm,GT Ymm,Xmm,Ymm,YAW GT,YAW DATA,PITCH GT,PITCH DATA,GAZE GT,GAZE ANG,DIFF GZ
12613.5897899,-1.0,1.0,12.6155,21.6467,-0.228,0.228,2.876334,4.9354476,-0.0186620532386,-3.41132580533,0.0186620532386,-5.52928462582,11.8784556234,11.7939160338,0.084539589558
12646.9575601,-1.0,1.0,10.7402,21.3993,-0.228,0.228,2.4487656,4.8790404,-0.0186620532386,-3.44561993146,0.0186620532386,-5.53575483014,11.8784556234,11.7862043432,0.0922512802129
12680.34586,-1.0,1.0,13.3189,23.418,-0.228,0.228,3.0367092,5.339304,-0.0186620532386,-3.39622394056,0.0186620532386,-5.50123082353,11.8784556234,11.8203623081,0.058093315328
12713.5864799,-1.0,1.0,12.3269,22.6639,-0.228,0.228,2.8105332,5.1673692,-0.0186620532386,-3.41653662372,0.0186620532386,-5.5183746934,11.8784556234,11.8043649125,0.0740907109303
12746.84392,-1.0,1.0,12.16,23.5887,-0.228,0.228,2.77248,5.3782236,-0.0186620532386,-3.41947368364,0.0186620532386,-5.50328582271,11.8784556234,11.8189444103,0.0595112130995
12780.1754799,-1.0,1.0,11.9347,22.3828,-0.228,0.228,2.7211116,5.1032784,-0.0186620532386,-3.42009195146,0.0186620532386,-5.52556124013,11.8784556234,11.7950310708,0.0834245526055
12813.51845,-1.0,1.0,14.4505,22.6852,-0.228,0.228,3.294714,5.1722256,-0.0186620532386,-3.36817929351,0.0186620532386,-5.51717278058,11.8784556234,11.8013908922,0.0770647312263
12846.7813101,-1.0,1.0,14.0215,21.4493,-0.228,0.228,3.196902,4.8904404,-0.0186620532386,-3.37487263354,0.0186620532386,-5.53712715211,11.8784556234,11.7819936332,0.0964619901796
12880.2246299,-1.0,1.0,13.4982,19.225,-0.228,0.228,3.0775896,4.3833,-0.0186620532386,-3.38585813112,0.0186620532386,-5.57603256711,11.8784556234,11.7441730682,0.134282555208
12913.4224899,-1.0,1.0,13.6314,16.9916,-0.228,0.228,3.1079592,3.8740848,-0.0186620532386,-3.38880605183,0.0186620532386,-5.62019748103,11.8784556234,11.7043133481,0.174142275277
12946.7848399,-1.0,1.0,29.2129,16.4659,-0.228,0.228,6.6605412,3.7542252,-0.0186620532386,-3.09503661519,0.0186620532386,-5.63197829451,11.8784556234,11.7031078008,0.175347822631
12980.0328701,-1.0,1.0,32.7387,16.8457,-0.228,0.228,7.4644236,3.8408196,-0.0186620532386,-3.02743587134,0.0186620532386,-5.62694156135,11.8784556234,11.7104340026,0.168021620824
13013.46907,-1.0,1.0,33.9227,16.9077,-0.228,0.228,7.7343756,3.8549556,-0.0186620532386,-3.00502291034,0.0186620532386,-5.62398625209,11.8784556234,11.7129683368,0.165487286554
13046.6760499,-1.0,1.0,30.7883,16.6602,-0.228,0.228,7.0197324,3.7985256,-0.0186620532386,-3.06473454434,0.0186620532386,-5.62797936516,11.8784556234,11.7067059956,0.171749627769
13079.8359799,-1.0,1.0,32.0854,14.9357,-0.228,0.228,7.3154712,3.4053396,-0.0186620532386,-3.03947343455,0.0186620532386,-5.65938410159,11.8784556234,11.6775371704,0.200918452978
13113.21488,-1.0,1.0,31.0386,13.9646,-0.228,0.228,7.0768008,3.1839288,-0.0186620532386,-3.05856979006,0.0186620532386,-5.67779248085,11.8784556234,11.6583091525,0.220146470854
13146.66961,-1.0,1.0,30.7087,15.161,-0.228,0.228,7.0015836,3.456708,-0.0186620532386,-3.06498634436,0.0186620532386,-5.65708936764,11.8784556234,11.6768155121,0.20164011131
13179.92676,-1.0,1.0,27.8598,19.626,-0.228,0.228,6.3520344,4.474728,-0.0186620532386,-3.11435652775,0.0186620532386,-5.57303987411,11.8784556234,11.7541286217,0.124327001645
13213.2095699,-1.0,1.0,28.9177,19.8381,-0.228,0.228,6.5932356,4.5230868,-0.0186620532386,-3.09114542466,0.0186620532386,-5.56845553447,11.8784556234,11.7586385106,0.119817112743
13246.58989,-1.0,1.0,29.6384,18.7651,-0.228,0.228,6.7575552,4.2784428,-0.0186620532386,-3.07762140063,0.0186620532386,-5.58766065539,11.8784556234,11.7401213277,0.138334295737
13279.78005,-1.0,1.0,29.4822,16.0853,-0.228,0.228,6.7219416,3.6674484,-0.0186620532386,-3.08111127351,0.0186620532386,-5.63839782935,11.8784556234,11.6915297271,0.186925896296
13313.0389099,-1.0,1.0,29.0066,15.5723,-0.228,0.228,6.6135048,3.5504844,-0.0186620532386,-3.09054347834,0.0186620532386,-5.64723453997,11.8784556234,11.6825100763,0.195945547075
13356.8311601,-1.0,1.0,29.3467,11.3771,-0.228,0.228,6.6910476,2.5939788,-0.0186620532386,-3.08274387419,0.0186620532386,-5.72252837614,11.8784556234,11.6090838375,0.269371785901
13390.21119,-1.0,1.0,27.8675,10.6535,-0.228,0.228,6.35379,2.428998,-0.0186620532386,-3.11030501563,0.0186620532386,-5.73252688359,11.8784556234,11.597628202,0.280827421383
13412.9312599,-1.0,1.0,27.9261,10.8184,-0.228,0.228,6.3671508,2.4665952,-0.0186620532386,-3.11000185371,0.0186620532386,-5.72905067061,11.8784556234,11.6014390778,0.27701654557
13456.70526,-1.0,1.0,27.5529,9.693,-0.228,0.228,6.2820612,2.210004,-0.0186620532386,-3.11918610144,0.0186620532386,-5.75294235592,11.8784556234,11.5803016752,0.298153948153
13490.0841501,-1.0,1.0,27.479,10.7657,-0.228,0.228,6.265212,2.4545796,-0.0186620532386,-3.12448797574,0.0186620532386,-5.73526285883,11.8784556234,11.598596692,0.27985893136
13523.46418,-1.0,1.0,26.8202,10.4529,-0.228,0.228,6.1150056,2.3832612,-0.0186620532386,-3.13714494997,0.0186620532386,-5.74462215262,11.8784556234,11.5893887272,0.289066896204
13556.6754301,-1.0,1.0,25.497,10.1705,-0.228,0.228,5.813316,2.318874,-0.0186620532386,-3.16352640891,0.0186620532386,-5.75393268926,11.8784556234,11.5799730576,0.298482565799
13589.95825,-1.0,1.0,25.5156,9.5662,-0.228,0.228,5.8175568,2.1810936,-0.0186620532386,-3.16275482971,0.0186620532386,-5.76519710462,11.8784556234,11.5683908812,0.310064742198
13623.3203199,-1.0,1.0,26.3686,11.7501,-0.228,0.228,6.0120408,2.6790228,-0.0186620532386,-3.1462972562,0.0186620532386,-5.72419211161,11.8784556234,11.608281058,0.270174565358
13656.7131801,-1.0,1.0,27.0839,12.0765,-0.228,0.228,6.1751292,2.753442,-0.0186620532386,-3.13702543098,0.0186620532386,-5.72159769384,11.8784556234,11.6132313775,0.265224245893
13689.95893,-1.0,1.0,28.5301,10.785,-0.228,0.228,6.5048628,2.45898,-0.0186620532386,-3.11147853642,0.0186620532386,-5.75121876755,11.8784556234,11.5866175685,0.291838054862
13723.21209,-1.0,1.0,28.1292,10.1221,-0.228,0.228,6.4134576,2.3078388,-0.0186620532386,-3.1221501242,0.0186620532386,-5.77085745246,11.8784556234,11.5682124426,0.310243180811
13756.4598401,-1.0,1.0,29.5691,11.4002,-0.228,0.228,6.7417548,2.5992456,-0.0186620532386,-3.09435118121,0.0186620532386,-5.74556546445,11.8784556234,11.5916105887,0.286845034693
13789.8310299,-1.0,1.0,28.755,12.8665,-0.228,0.228,6.55614,2.933562,-0.0186620532386,-3.11102287093,0.0186620532386,-5.71840707929,11.8784556234,11.6172276769,0.261227946508
13823.0804899,-1.0,1.0,29.9626,17.0308,-0.228,0.228,6.8314728,3.8830224,-0.0186620532386,-3.08882492336,0.0186620532386,-5.64015962228,11.8784556234,11.6948617231,0.183593900264
13856.2769201,-1.0,1.0,29.9332,16.1795,-0.228,0.228,6.8247696,3.688926,-0.0186620532386,-3.09015180816,0.0186620532386,-5.65403579824,11.8784556234,11.6822398167,0.196215806654
13889.71454,-1.0,1.0,28.6732,15.3658,-0.228,0.228,6.5374896,3.5034024,-0.0186620532386,-3.10990624029,0.0186620532386,-5.66381511203,11.8784556234,11.6706196586,0.207835964811
13923.0843101,-1.0,1.0,28.5003,14.164,-0.228,0.228,6.4980684,3.229392,-0.0186620532386,-3.1074353982,0.0186620532386,-5.68400337849,11.8784556234,11.6480760726,0.230379550779
13956.3064001,-1.0,1.0,28.662,8.802,-0.228,0.228,6.534936,2.006856,-0.0186620532386,-3.09931070884,0.0186620532386,-5.78329667,11.8784556234,11.5508925162,0.327563107179
13989.5789499,-1.0,1.0,29.3627,8.8141,-0.228,0.228,6.6946956,2.0096148,-0.0186620532386,-3.08353330417,0.0186620532386,-5.7778446229,11.8784556234,11.5552553542,0.323200269203
14022.9544201,-1.0,1.0,27.7645,10.5739,-0.228,0.228,6.330306,2.4108492,-0.0186620532386,-3.11731846197,0.0186620532386,-5.74857040982,11.8784556234,11.5840972486,0.294358374773
14056.3167701,-1.0,1.0,17.3973,20.2475,-0.228,0.228,3.9665844,4.61643,-0.0186620532386,-3.31591549176,0.0186620532386,-5.56362634709,11.8784556234,11.7550100543,0.12344556907
14089.7124901,-1.0,1.0,13.6383,22.6323,-0.228,0.228,3.1095324,5.1601644,-0.0186620532386,-3.38723492168,0.0186620532386,-5.51450396675,11.8784556234,11.7999009308,0.0785546925798
14122.8345001,-1.0,1.0,10.2269,20.3323,-0.228,0.228,2.3317332,4.6357644,-0.0186620532386,-3.45064844154,0.0186620532386,-5.55415559375,11.8784556234,11.7594331066,0.119022516768
14156.1657801,-1.0,1.0,10.3411,22.4149,-0.228,0.228,2.3577708,5.1105972,-0.0186620532386,-3.44905113494,0.0186620532386,-5.51341246663,11.8784556234,11.7987890631,0.0796665602894
14189.46257,-1.0,1.0,11.0799,21.2796,-0.228,0.228,2.5262172,4.8517488,-0.0186620532386,-3.43664623593,0.0186620532386,-5.53481560764,11.8784556234,11.7791774028,0.0992782206131
14222.8283501,-1.0,1.0,11.9435,21.308,-0.228,0.228,2.723118,4.858224,-0.0186620532386,-3.41888313829,0.0186620532386,-5.53352876854,11.8784556234,11.7808920213,0.0975636021021
14256.08407,-1.0,1.0,10.9423,18.6025,-0.228,0.228,2.4948444,4.24137,-0.0186620532386,-3.43550703884,0.0186620532386,-5.5791546846,11.8784556234,11.7360599292,0.142395694221
14289.4535599,-1.0,1.0,18.558,17.501,-0.228,0.228,4.231224,3.990228,-0.0186620532386,-3.28918104211,0.0186620532386,-5.59749151124,11.8784556234,11.720248366,0.158207257436
14322.6602499,-1.0,1.0,22.0109,16.717,-0.228,0.228,5.0184852,3.811476,-0.0186620532386,-3.22231666046,0.0186620532386,-5.61353864805,11.8784556234,11.7075285318,0.170927091593
14356.03971,-1.0,1.0,25.0347,15.2972,-0.228,0.228,5.7079116,3.4877616,-0.0186620532386,-3.16383739762,0.0186620532386,-5.63975189068,11.8784556234,11.6840001537,0.194455469686
14389.2652199,-1.0,1.0,25.6599,13.5969,-0.228,0.228,5.8504572,3.1000932,-0.0186620532386,-3.15181162642,0.0186620532386,-5.6714248852,11.8784556234,11.6536577291,0.224797894295
14422.7142501,-1.0,1.0,25.562,10.2952,-0.228,0.228,5.828136,2.3473056,-0.0186620532386,-3.15431939984,0.0186620532386,-5.73518566124,11.8784556234,11.5929231257,0.285532497712
14455.95259,-1.0,1.0,24.8131,9.7404,-0.228,0.228,5.6573868,2.2208112,-0.0186620532386,-3.16912417709,0.0186620532386,-5.74655202209,11.8784556234,11.5819660563,0.296489567085
14489.33918,-1.0,1.0,23.4218,8.7767,-0.228,0.228,5.3401704,2.0010876,-0.0186620532386,-3.19690395556,0.0186620532386,-5.76451823673,11.8784556234,11.5652550182,0.31320060521
14522.5783699,-1.0,1.0,24.1563,8.9639,-0.228,0.228,5.5076364,2.0437692,-0.0186620532386,-3.18283311049,0.0186620532386,-5.75974330891,11.8784556234,11.5697440502,0.308711573182
14555.7950399,-1.0,1.0,24.9003,9.6729,-0.228,0.228,5.6772684,2.2054212,-0.0186620532386,-3.16867239003,0.0186620532386,-5.74790584065,11.8784556234,11.5821340309,0.296321592449
14589.3213301,-1.0,1.0,27.7062,9.2857,-0.228,0.228,6.3170136,2.1171396,-0.0186620532386,-3.11381673765,0.0186620532386,-5.75581117874,11.8784556234,11.5752555982,0.303200025162
14622.5582399,-1.0,1.0,28.0184,8.8971,-0.228,0.228,6.3881952,2.0285388,-0.0186620532386,-3.10960351473,0.0186620532386,-5.76343031089,11.8784556234,11.5684805932,0.309975030218
14655.8364899,-1.0,1.0,25.5973,8.2774,-0.228,0.228,5.8361844,1.8872472,-0.0186620532386,-3.15921815009,0.0186620532386,-5.77896720199,11.8784556234,11.5540909042,0.324364719154
14689.2065499,-1.0,1.0,24.7994,6.7064,-0.228,0.228,5.6542632,1.5290592,-0.0186620532386,-3.17935959683,0.0186620532386,-5.81686467338,11.8784556234,11.5202596232,0.358196000196
14722.45714,-1.0,1.0,24.5144,5.8218,-0.228,0.228,5.5892832,1.3273704,-0.0186620532386,-3.18473479911,0.0186620532386,-5.8394987039,11.8784556234,11.4978239108,0.380631712566
14755.8320401,-1.0,1.0,25.6816,6.6269,-0.228,0.228,5.8554048,1.5109332,-0.0186620532386,-3.15870433068,0.0186620532386,-5.82593854621,11.8784556234,11.5106140237,0.367841599682
14789.0273299,-1.0,1.0,25.4539,6.0252,-0.228,0.228,5.8034892,1.3737456,-0.0186620532386,-3.16066591522,0.0186620532386,-5.83312549611,11.8784556234,11.5025256859,0.375929937526
14822.32725,-1.0,1.0,24.3249,5.1576,-0.228,0.228,5.5460772,1.1759328,-0.0186620532386,-3.18148231733,0.0186620532386,-5.84522279346,11.8784556234,11.4906386757,0.387816947716
14855.6673701,-1.0,1.0,24.331,3.0974,-0.228,0.228,5.547468,0.7062072,-0.0186620532386,-3.183695122,0.0186620532386,-5.88320193765,11.8784556234,11.4545994441,0.423856179253
14889.03229,-1.0,1.0,25.3779,2.6856,-0.228,0.228,5.7861612,0.6123168,-0.0186620532386,-3.17008755609,0.0186620532386,-5.89786558538,11.8784556234,11.443865071,0.434590552361
14922.33079,-1.0,1.0,25.6755,2.0108,-0.228,0.228,5.854014,0.4584624,-0.0186620532386,-3.16715325568,0.0186620532386,-5.91442917945,11.8784556234,11.4294096001,0.449046023269
14955.5822399,-1.0,1.0,27.9024,2.7013,-0.228,0.228,6.3617472,0.6158964,-0.0186620532386,-3.12403164986,0.0186620532386,-5.90175406696,11.8784556234,11.4424830837,0.435972539732
14988.92977,-337.0,1.0,31.0211,4.1477,-76.836,0.228,7.0728108,0.9456756,-6.26403505297,-3.06372035703,0.0186620532386,-5.87769687087,13.4078809883,11.4677184091,1.94016257916
15022.33004,-337.0,1.0,29.1761,0.3575,-76.836,0.228,6.6521508,0.08151,-6.26403505297,-3.10140010317,0.0186620532386,-5.95780316438,13.4078809883,11.3911664454,2.01671454294
15055.5803599,-337.0,1.0,27.3583,2.1221,-76.836,0.228,6.2376924,0.4838388,-6.26403505297,-3.14055883602,0.0186620532386,-5.93376337618,13.4078809883,11.4141489346,1.99373205369
15088.89938,-337.0,1.0,26.3731,3.0583,-76.836,0.228,6.0130668,0.6972924,-6.26403505297,-3.16096162645,0.0186620532386,-5.9250072973,13.4078809883,11.4230409262,1.98484006209
15122.2058499,-337.0,1.0,28.6192,11.1135,-76.836,0.228,6.5251776,2.533878,-6.26403505297,-3.11651904094,0.0186620532386,-5.78247797942,13.4078809883,11.5603405962,1.84754039205
15155.5365601,-337.0,1.0,31.2343,14.1412,-76.836,0.228,7.1214204,3.2241936,-6.26403505297,-3.06148182292,0.0186620532386,-5.72252714226,13.4078809883,11.6175171173,1.79036387098
15188.8447499,-337.0,1.0,29.8074,10.9821,-76.836,0.228,6.7960872,2.5039188,-6.26403505297,-3.08328211745,0.0186620532386,-5.77364737333,13.4078809883,11.5659644986,1.84191648968
15222.0300601,-337.0,1.0,29.7076,9.0455,-76.836,0.228,6.7733328,2.062374,-6.26403505297,-3.08294663068,0.0186620532386,-5.8002444158,13.4078809883,11.5395831272,1.8682978611
15255.46312,-337.0,1.0,30.1032,6.9512,-76.836,0.228,6.8635296,1.5848736,-6.26403505297,-3.07471415776,0.0186620532386,-5.83294815307,13.4078809883,11.507958941,1.89992204729
15288.3345299,-337.0,1.0,29.5072,4.2947,-76.836,0.228,6.7276416,0.9791916,-6.26403505297,-2.54474009162,0.0186620532386,4.04961321386,13.4078809883,23.2484293714,9.84054838313
15305.8803201,-337.0,1.0,29.1151,-8.3582,-76.836,0.228,6.6382428,-1.9056696,-6.26403505297,0.558973068231,0.0186620532386,6.89292848883,13.4078809883,167.057711441,153.649830452
15339.1893201,-337.0,1.0,29.1151,-8.3582,-76.836,0.228,6.6382428,-1.9056696,-6.26403505297,0.558973068231,0.0186620532386,6.89292848883,13.4078809883,167.057711441,153.649830452
15372.4983199,-337.0,1.0,29.1151,-8.3582,-76.836,0.228,6.6382428,-1.9056696,-6.26403505297,0.558973068231,0.0186620532386,6.89292848883,13.4078809883,167.057711441,153.649830452
15405.80832,-337.0,1.0,29.1151,-8.3582,-76.836,0.228,6.6382428,-1.9056696,-6.26403505297,0.558973068231,0.0186620532386,6.89292848883,13.4078809883,167.057711441,153.649830452
15454.53477,-337.0,1.0,-463.4344,-311.9321,-76.836,0.228,-105.6630432,-71.1205188,-6.26403505297,-8.82712869604,0.0186620532386,1.09782228968,13.4078809883,96.4782378936,83.0703569053
15488.5069599,-337.0,1.0,-390.3477,-84.4315,-76.836,0.228,-88.9992756,-19.250382,-6.26403505297,-11.0252202044,0.0186620532386,-7.57879554329,13.4078809883,12.1096943176,1.29818667071
15521.9163599,-337.0,1.0,-341.6313,-17.2374,-76.836,0.228,-77.8919364,-3.9301272,-6.26403505297,-10.1079200032,0.0186620532386,-6.30492019602,13.4078809883,12.6715580542,0.736322934073
15555.40502,-337.0,1.0,-322.0613,-4.7411,-76.836,0.228,-73.4299764,-1.0809708,-6.26403505297,-9.74239257915,0.0186620532386,-6.06784422278,13.4078809883,12.703039438,0.704841550288
15588.58006,-337.0,1.0,-292.2593,5.4021,-76.836,0.228,-66.6351204,1.2316788,-6.26403505297,-9.1846871942,0.0186620532386,-5.87797990764,13.4078809883,12.6315249433,0.776356045034
15621.92417,-337.0,1.0,-285.1336,8.8909,-76.836,0.228,-65.0104608,2.0271252,-6.26403505297,-9.05291957466,0.0186620532386,-5.8144797287,13.4078809883,12.6339201927,0.773960795558
15655.1482599,-337.0,1.0,-285.846,4.9602,-76.836,0.228,-65.172888,1.1309256,-6.26403505297,-9.06673023263,0.0186620532386,-5.88835387962,13.4078809883,12.5744268917,0.833454096612
15688.50577,-337.0,1.0,-288.1617,4.7533,-76.836,0.228,-65.7008676,1.0837524,-6.26403505297,-9.10774517405,0.0186620532386,-5.88293570411,13.4078809883,12.5954214601,0.812459528182
15721.7985599,-337.0,1.0,-312.3089,5.4614,-76.836,0.228,-71.2064292,1.2451992,-6.26403505297,-9.55733294188,0.0186620532386,-5.86347936929,13.4078809883,12.7958204704,0.612060517933
15755.0274899,-337.0,1.0,-319.1039,6.3804,-76.836,0.228,-72.7556892,1.4547312,-6.26403505297,-9.68238113466,0.0186620532386,-5.84528542749,13.4078809883,12.8637135891,0.544167399203
15788.5777299,-337.0,1.0,-319.0553,5.514,-76.836,0.228,-72.7446084,1.257192,-6.26403505297,-9.6815971772,0.0186620532386,-5.86295083072,13.4078809883,12.8475986464,0.560282341912
15821.7986701,-337.0,1.0,-318.8323,5.9689,-76.836,0.228,-72.6937644,1.3609092,-6.26403505297,-9.67734265816,0.0186620532386,-5.8549871995,13.4078809883,12.8521645468,0.555716441501
15855.0783501,-337.0,1.0,-318.6225,6.1882,-76.836,0.228,-72.64593,1.4109096,-6.26403505297,-9.67414033202,0.0186620532386,-5.85194555496,13.4078809883,12.8530102896,0.554870698683
15888.3050001,-337.0,1.0,-320.3137,7.8097,-76.836,0.228,-73.0315236,1.7806116,-6.26403505297,-9.7070239481,0.0186620532386,-5.82263589577,13.4078809883,12.8930477686,0.514833219663
15921.7771199,-337.0,1.0,-320.2802,7.3131,-76.836,0.228,-73.0238856,1.6673868,-6.26403505297,-9.70561363807,0.0186620532386,-5.82936349945,13.4078809883,12.8871029566,0.520778031651
15954.9424701,-337.0,1.0,-320.5375,6.7708,-76.836,0.228,-73.08255,1.5437424,-6.26403505297,-9.70700974525,0.0186620532386,-5.8360967421,13.4078809883,12.8824123067,0.525468681594
15988.3290601,-337.0,1.0,-319.5123,6.7712,-76.836,0.228,-72.8488044,1.5438336,-6.26403505297,-9.68562673593,0.0186620532386,-5.83363068982,13.4078809883,12.8743241849,0.533556803358
16021.5776601,-337.0,1.0,-319.73,9.273,-76.836,0.228,-72.89844,2.114244,-6.26403505297,-9.69047765757,0.0186620532386,-5.78791119985,13.4078809883,12.9155973142,0.49228367406
16054.8239799,-337.0,1.0,-319.5898,9.1535,-76.836,0.228,-72.8664744,2.086998,-6.26403505297,-9.68970725493,0.0186620532386,-5.7913449173,13.4078809883,12.9120181984,0.495862789932
16088.1643801,-337.0,1.0,-321.2577,10.0475,-76.836,0.228,-73.2467556,2.29083,-6.26403505297,-9.71993626576,0.0186620532386,-5.77354641318,13.4078809883,12.939090665,0.468790323307
16121.5783401,-337.0,1.0,-321.0508,8.49,-76.836,0.228,-73.1995824,1.93572,-6.26403505297,-9.71691973936,0.0186620532386,-5.80494134812,13.4078809883,12.9103757894,0.497505198923
16154.9124799,-337.0,1.0,-320.5825,7.5117,-76.836,0.228,-73.09281,1.7126676,-6.26403505297,-9.70819685754,0.0186620532386,-5.8223645374,13.4078809883,12.8906570294,0.517223958862
16188.0838099,-337.0,1.0,-320.3119,7.4935,-76.836,0.228,-73.0311132,1.708518,-6.26403505297,-9.70533772709,0.0186620532386,-5.82473138032,13.4078809883,12.8871783734,0.520702614935
16221.41538,-337.0,1.0,-322.6377,8.3982,-76.836,0.228,-73.5613956,1.9147896,-6.26403505297,-9.75294145728,0.0186620532386,-5.81174485168,13.4078809883,12.9175956429,0.490285345441
16254.95678,-337.0,1.0,-321.3949,7.5399,-76.836,0.228,-73.2780372,1.7190972,-6.26403505297,-9.73120334483,0.0186620532386,-5.83098773828,13.4078809883,12.8902936056,0.51758738274
16288.2096601,-337.0,1.0,-321.4285,9.2318,-76.836,0.228,-73.285698,2.1048504,-6.26403505297,-9.73171548905,0.0186620532386,-5.80254676755,13.4078809883,12.9152930337,0.492587954603
16321.3858399,-337.0,1.0,-320.428,9.3803,-76.836,0.228,-73.057584,2.1387084,-6.26403505297,-9.70902513132,0.0186620532386,-5.7995872691,13.4078809883,12.9079950872,0.499885901059
16354.71085,-337.0,1.0,-318.0918,11.2038,-76.836,0.228,-72.5249304,2.5544664,-6.26403505297,-9.66753657734,0.0186620532386,-5.77485205717,13.4078809883,12.9093159254,0.498565062897
16387.905,-337.0,1.0,-315.4253,14.5576,-76.836,0.228,-71.9169684,3.3191328,-6.26403505297,-9.61802349148,0.0186620532386,-5.71651280285,13.4078809883,12.9353093026,0.472571685654
16421.2744799,-337.0,1.0,-311.3153,17.2217,-76.836,0.228,-70.9798884,3.9265476,-6.26403505297,-9.54281054807,0.0186620532386,-5.66916059939,13.4078809883,12.943477137,0.464403851247
16454.5752599,-337.0,1.0,-311.6973,14.7552,-76.836,0.228,-71.0669844,3.3641856,-6.26403505297,-9.54710956144,0.0186620532386,-5.70854624642,13.4078809883,12.9118147594,0.496066228881
16487.9187999,-337.0,1.0,-359.8201,12.3036,-76.836,0.228,-82.0389828,2.8052208,-6.26403505297,-10.4435614384,0.0186620532386,-5.75440394667,13.4078809883,13.2683735575,0.139507430798
16521.1636901,-337.0,1.0,-344.8741,14.3665,-76.836,0.228,-78.6312948,3.275562,-6.26403505297,-10.1810994511,0.0186620532386,-5.73934926572,13.4078809883,13.1544002929,0.253480695367
16554.7695301,-337.0,1.0,-318.3612,18.8332,-76.836,0.228,-72.5863536,4.2939696,-6.26403505297,-9.68552439029,0.0186620532386,-5.65776385373,13.4078809883,13.0071358097,0.400745178604
16587.7834899,-337.0,1.0,-302.0831,20.6199,-76.836,0.228,-68.8749468,4.7013372,-6.26403505297,-9.38085227594,0.0186620532386,-5.62219887423,13.4078809883,12.9125921536,0.495288834714
16621.2005799,-337.0,1.0,-275.7806,23.4263,-76.836,0.228,-62.8779768,5.3411964,-6.26403505297,-8.88740875159,0.0186620532386,-5.56635267407,13.4078809883,12.7703635118,0.637517476489
16654.5218899,-337.0,1.0,-276.7985,23.07,-76.836,0.228,-63.110058,5.25996,-6.26403505297,-8.90426108217,0.0186620532386,-5.57113537174,13.4078809883,12.7724535318,0.635427456532
16687.78246,-337.0,1.0,-308.6553,13.9797,-76.836,0.228,-70.3734084,3.1873716,-6.26403505297,-9.50011589939,0.0186620532386,-5.75047337653,13.4078809883,12.8496481212,0.558232867067
16721.07212,-337.0,1.0,-310.9267,14.7146,-76.836,0.228,-70.8912876,3.3549288,-6.26403505297,-9.54375634687,0.0186620532386,-5.73826411138,13.4078809883,12.8767993197,0.531081668617
16754.3224299,-337.0,1.0,-313.7878,15.846,-76.836,0.228,-71.5436184,3.612888,-6.26403505297,-9.59597797597,0.0186620532386,-5.7167207997,13.4078809883,12.9164024589,0.491478529389
16787.7016101,-337.0,1.0,-315.0559,17.5842,-76.836,0.228,-71.8327452,4.0091976,-6.26403505297,-9.62068601547,0.0186620532386,-5.68479086686,13.4078809883,12.9540210074,0.453859980865
16820.95049,-337.0,1.0,-316.2876,19.0018,-76.836,0.228,-72.1135728,4.3324104,-6.26403505297,-9.64449841014,0.0186620532386,-5.65698076126,13.4078809883,12.9873333529,0.420547635363
16854.3213999,-337.0,1.0,-316.1642,19.7483,-76.836,0.228,-72.0854376,4.5026124,-6.26403505297,-9.64544082622,0.0186620532386,-5.64474293574,13.4078809883,12.9985433479,0.409337640392
16887.70486,-337.0,1.0,-316.796,18.6545,-76.836,0.228,-72.229488,4.253226,-6.26403505297,-9.65733641586,0.0186620532386,-5.66416337123,13.4078809883,12.9880410617,0.419839926641
16920.9523199,-337.0,1.0,-313.9385,17.1006,-76.836,0.228,-71.577978,3.8989368,-6.26403505297,-9.60086618845,0.0186620532386,-5.68957365091,13.4078809883,12.943058047,0.464822941279
16954.32095,-337.0,1.0,-313.2043,18.7359,-76.836,0.228,-71.4105804,4.2717852,-6.26403505297,-9.58536858249,0.0186620532386,-5.6558154082,13.4078809883,12.964805064,0.443075924327
16987.5778201,-337.0,1.0,-315.6981,20.5386,-76.836,0.228,-71.9791668,4.6828008,-6.26403505297,-9.63143918362,0.0186620532386,-5.62094257577,13.4078809883,13.0131446643,0.394736324004
17020.89627,-337.0,1.0,-313.5332,19.8753,-76.836,0.228,-71.4855696,4.5315684,-6.26403505297,-9.59569153729,0.0186620532386,-5.6388006259,13.4078809883,12.9828840493,0.42499693895
17054.1537099,-337.0,1.0,-314.1228,19.6364,-76.836,0.228,-71.6199984,4.4770992,-6.26403505297,-9.60897641829,0.0186620532386,-5.64855506985,13.4078809883,12.9794451711,0.42843581715
17087.3968899,-337.0,1.0,-323.3574,16.4539,-76.836,0.228,-73.7254872,3.7514892,-6.26403505297,-9.7778647704,0.0186620532386,-5.71110970077,13.4078809883,12.996866823,0.411014165319
17120.6637399,-337.0,1.0,-327.5869,18.4577,-76.836,0.228,-74.6898132,4.2083556,-6.26403505297,-9.84925681203,0.0186620532386,-5.6675464102,13.4078809883,13.0642154619,0.343665526359
17154.11305,-337.0,1.0,-328.9567,15.7721,-76.836,0.228,-75.0021276,3.5960388,-6.26403505297,-9.87061623465,0.0186620532386,-5.71513665827,13.4078809883,13.0345162008,0.373364787545
17187.41468,-337.0,1.0,-328.9265,16.3514,-76.836,0.228,-74.995242,3.7281192,-6.26403505297,-9.87184340366,0.0186620532386,-5.70170665421,13.4078809883,13.0465553618,0.361325626456
