Gnd tr X,Gnd tr Y,Gaze X,Gaze Y,Timestamp,Res X,Res Y,Mmpix,User Dis,UID
335,1,16.7518,-6.4459,1206457839,,,,,
335,1,15.7784,0.8724,1206457884,,,,,
335,1,16.8457,4.1889,1206457917,,,,,
335,1,19.6544,5.242,1206457947,,,,,
335,1,20.6109,0.9637,1206457974,,,,,
335,1,18.6866,-3.1326,1206458019,,,,,
335,1,20.7442,-5.4221,1206458036,,,,,
335,1,26.2287,6.9928,1206458082,,,,,
335,1,299.4863,-9.1486,1206458111,,,,,
335,1,359.9734,-14.222,1206458154,,,,,
335,1,358.1469,-15.9158,1206458175,,,,,
335,1,355.9789,-18.9353,1206458217,,,,,
335,1,359.6996,5.4694,1206458244,,,,,
335,1,359.4743,9.9065,1206458289,,,,,
335,1,365.7646,9.8676,1206458321,,,,,
335,1,362.8732,10.1124,1206458336,,,,,
335,1,352.9528,1.9318,1206458379,,,,,
335,1,349.2064,-0.2475,1206458412,,,,,
335,1,344.8597,-10.7333,1206458456,,,,,
335,1,342.755,-20.191,1206458486,,,,,
335,1,343.1137,-18.734,1206458515,,,,,
335,1,344.4341,-16.3544,1206458546,,,,,
335,1,362.06,-4.366,1206458576,,,,,
335,1,354.931,-4.7777,1206458621,,,,,
335,1,350.1186,-5.2103,1206458636,,,,,
335,1,349.9586,-7.5712,1206458681,,,,,
335,1,350.2379,-7.316,1206458711,,,,,
335,1,340.492,-1.6702,1206458756,,,,,
335,1,338.3367,-0.3824,1206458784,,,,,
335,1,344.9253,2.6475,1206458817,,,,,
335,1,348.5815,8.2519,1206458846,,,,,
335,1,348.6928,-1.4317,1206458874,,,,,
335,1,355.3909,6.5034,1206458920,,,,,
335,1,360.1779,13.1662,1206458937,,,,,
335,1,365.9331,17.0997,1206458981,,,,,
335,1,362.4848,14.1326,1206459009,,,,,
335,1,358.4214,-4.0774,1206459054,,,,,
335,1,352.715,-11.7425,1206459087,,,,,
335,1,354.7922,-6.9464,1206459117,,,,,
335,1,352.4839,-1.6812,1206459144,,,,,
335,1,349.1717,2.2699,1206459191,,,,,
335,1,359.0508,-7.804,1206459223,,,,,
335,1,357.5214,-2.9317,1206459236,,,,,
335,1,356.9021,-7.3131,1206459279,,,,,
335,1,355.7159,-15.5574,1206459324,,,,,
335,1,354.7793,-15.7709,1206459356,,,,,
335,1,351.2621,-16.3177,1206459386,,,,,
335,1,355.0872,-13.4609,1206459415,,,,,
335,1,355.3371,-11.3283,1206459447,,,,,
335,1,360.9472,-0.3503,1206459491,,,,,
335,1,360.122,7.4206,1206459522,,,,,
335,1,359.8357,8.2994,1206459537,,,,,
335,1,359.9265,5.8339,1206459581,,,,,
335,1,355.3032,2.2025,1206459611,,,,,
335,1,358.6157,4.659,1206459656,,,,,
335,1,359.5222,6.031,1206459684,,,,,
335,1,363.0078,5.5734,1206459717,,,,,
335,1,362.4279,3.4724,1206459746,,,,,
335,1,361.5781,2.3702,1206459790,,,,,
335,1,357.0216,2.5182,1206459819,,,,,
335,1,354.8534,-0.4498,1206459835,,,,,
335,1,353.2439,0.6764,1206459881,,,,,
335,1,348.4517,0.8742,1206459909,,,,,
335,1,357.997,5.5163,1206459954,,,,,
335,1,356.0591,3.424,1206459986,,,,,
335,1,356.7415,6.3961,1206460017,,,,,
335,1,359.877,8.8731,1206460044,,,,,
335,1,360.5272,1.1063,1206460089,,,,,
335,1,355.3405,0.3886,1206460121,,,,,
335,1,354.7551,1.9355,1206460134,,,,,
335,1,350.3622,-14.3553,1206460179,,,,,
335,1,348.9813,-12.2612,1206460224,,,,,
335,1,350.7559,-8.3338,1206460256,,,,,
335,1,351.1227,5.3383,1206460286,,,,,
335,1,351.135,-1.2566,1206460315,,,,,
335,1,350.9435,2.7431,1206460346,,,,,
335,1,350.4293,2.5467,1206460391,,,,,
335,1,344.7822,-12.2179,1206460422,,,,,
335,1,340.9228,-21.4759,1206460436,,,,,
335,1,340.1815,-21.9583,1206460480,,,,,
335,1,344.0436,12.5625,1206460526,,,,,
335,1,343.5056,3.8164,1206460555,,,,,
335,1,345.4116,-6.4719,1206460584,,,,,
335,1,345.9417,-17.3958,1206460617,,,,,
335,1,344.9706,-17.6867,1206460646,,,,,
335,1,346.4073,-7.7177,1206460690,,,,,
335,1,346.7048,-7.846,1206460719,,,,,
335,1,347.5601,-5.3425,1206460735,,,,,
335,1,351.7136,-9.4231,1206460780,,,,,
671,1,355.9167,-2.0526,1206460826,,,,,
671,1,356.755,2.6646,1206460854,,,,,
671,1,349.849,-13.8721,1206460885,,,,,
671,1,349.8912,-15.1424,1206460917,,,,,
671,1,342.5067,-17.8686,1206460946,,,,,
671,1,343.6047,-15.8291,1206460989,,,,,
671,1,344.8628,-14.2059,1206461020,,,,,
671,1,345.0616,-14.2528,1206461034,,,,,
671,1,375.1867,-5.6965,1206461079,,,,,
671,1,666.8516,9.5246,1206461124,,,,,
671,1,728.2096,12.8646,1206461156,,,,,
671,1,727.4583,11.8914,1206461175,,,,,
671,1,727.4583,11.8914,1206461205,,,,,
671,1,727.4583,11.8914,1206461249,,,,,
671,1,727.4583,11.8914,1206461280,,,,,
671,1,701.9549,23.6429,1206461322,,,,,
671,1,709.6825,18.5647,1206461337,,,,,
671,1,718.865,27.7455,1206461380,,,,,
671,1,711.1931,9.175,1206461426,,,,,
671,1,713.2767,13.4947,1206461456,,,,,
671,1,712.1153,11.2946,1206461484,,,,,
671,1,707.5167,10.4022,1206461517,,,,,
671,1,705.1544,9.0549,1206461560,,,,,
671,1,698.0021,5.1275,1206461590,,,,,
671,1,696.4885,2.1973,1206461619,,,,,
671,1,691.7455,-9.4632,1206461635,,,,,
671,1,692.6293,-10.7705,1206461681,,,,,
671,1,694.7352,-8.9273,1206461725,,,,,
671,1,693.6422,-12.2339,1206461754,,,,,
671,1,693.3153,-11.0305,1206461785,,,,,
671,1,699.092,-10.0842,1206461817,,,,,
671,1,695.0296,-11.1829,1206461861,,,,,
671,1,693.7136,-10.3229,1206461889,,,,,
671,1,696.0366,-9.5683,1206461921,,,,,
671,1,693.2124,-11.7265,1206461934,,,,,
671,1,701.8391,-7.127,1206461981,,,,,
671,1,693.3989,-8.1175,1206462026,,,,,
671,1,692.3631,-9.1394,1206462057,,,,,
671,1,695.4245,-7.2404,1206462085,,,,,
671,1,699.1173,-7.0666,1206462115,,,,,
671,1,692.885,-11.9972,1206462159,,,,,
671,1,699.948,-2.1469,1206462190,,,,,
671,1,699.58,-1.9547,1206462221,,,,,
671,1,694.5455,0.0785,1206462235,,,,,
671,1,694.7457,-11.0695,1206462294,,,,,
671,1,694.4293,-9.3099,1206462325,,,,,
671,1,695.2712,-6.4389,1206462355,,,,,
671,1,693.7875,-6.7707,1206462384,,,,,
671,1,689.6436,-5.7091,1206462417,,,,,
671,1,696.1028,-3.5274,1206462445,,,,,
671,1,696.8053,-7.0145,1206462490,,,,,
671,1,693.2205,-9.1268,1206462519,,,,,
671,1,692.501,-10.543,1206462537,,,,,
671,1,689.7877,-10.2144,1206462580,,,,,
671,1,688.1804,-12.6878,1206462627,,,,,
671,1,688.2021,-3.5163,1206462654,,,,,
671,1,683.3611,-5.6726,1206462685,,,,,
671,1,687.7689,1.3398,1206462717,,,,,
671,1,681.6139,-8.7953,1206462761,,,,,
671,1,674.4722,-18.009,1206462789,,,,,
671,1,673.9716,-18.9131,1206462820,,,,,
671,1,676.8831,-16.0565,1206462834,,,,,
671,1,682.8244,-9.7907,1206462879,,,,,
671,1,684.7112,-13.4982,1206462924,,,,,
671,1,685.0744,-13.8903,1206462955,,,,,
671,1,691.5181,-10.0792,1206462987,,,,,
671,1,692.3669,-7.9031,1206463015,,,,,
671,1,690.1212,-8.4999,1206463060,,,,,
671,1,688.9976,-7.3789,1206463090,,,,,
671,1,690.8487,-4.2437,1206463122,,,,,
671,1,687.2013,-6.1812,1206463135,,,,,
671,1,696.462,1.8578,1206463194,,,,,
671,1,693.636,-10.9219,1206463225,,,,,
671,1,692.0906,-13.6347,1206463255,,,,,
671,1,692.9725,-13.3304,1206463284,,,,,
671,1,695.95,-7.8834,1206463329,,,,,
671,1,697.0431,-6.4789,1206463360,,,,,
671,1,692.6995,-5.1008,1206463390,,,,,
671,1,690.9197,-7.8497,1206463419,,,,,
671,1,691.3849,-7.2155,1206463435,,,,,
671,1,695.7187,-2.6475,1206463480,,,,,
671,1,691.5609,-5.5528,1206463526,,,,,
671,1,694.8103,-6.6895,1206463556,,,,,
671,1,708.3495,-4.2221,1206463587,,,,,
671,1,704.5693,-10.5337,1206463616,,,,,
671,1,703.2398,-11.6425,1206463660,,,,,
671,1,687.9569,-24.4319,1206463689,,,,,
671,1,682.6572,-25.2526,1206463720,,,,,
671,1,682.8654,-25.5065,1206463735,,,,,
671,1,690.6633,-16.0221,1206463795,,,,,
335,1,685.0129,-19.947,1206463824,,,,,
335,1,684.0515,-24.289,1206463855,,,,,
335,1,687.8275,-21.4063,1206463885,,,,,
335,1,696.5363,-16.9817,1206463915,,,,,
335,1,703.3906,-7.4821,1206463959,,,,,
335,1,699.5547,-8.224,1206463990,,,,,
335,1,690.9919,-22.1541,1206464020,,,,,
335,1,693.9502,-20.312,1206464035,,,,,
335,1,484.1339,-16.8121,1206464094,,,,,
335,1,447.8818,-12.3621,1206464125,,,,,
335,1,414.8931,-7.5734,1206464156,,,,,
335,1,419.6409,-5.9122,1206464184,,,,,
335,1,417.0961,-5.9896,1206464218,,,,,
335,1,352.8885,-36.7746,1206464262,,,,,
335,1,341.3484,-36.145,1206464290,,,,,
335,1,344.6141,-28.7662,1206464319,,,,,
335,1,346.843,-18.4699,1206464335,,,,,
335,1,348.073,-22.0589,1206464395,,,,,
335,1,352.1536,1.4872,1206464427,,,,,
335,1,346.2422,1.8122,1206464454,,,,,
335,1,337.3654,-17.0748,1206464485,,,,,
335,1,339.0665,-15.2737,1206464530,,,,,
335,1,339.7648,-18.1575,1206464562,,,,,
335,1,332.5121,-23.0655,1206464589,,,,,
335,1,331.8385,-24.3523,1206464620,,,,,
335,1,332.6963,-24.8462,1206464634,,,,,
335,1,333.2759,-28.0727,1206464695,,,,,
335,1,344.8644,-14.5531,1206464724,,,,,
335,1,343.7719,-4.2003,1206464756,,,,,
335,1,344.9078,-4.0806,1206464785,,,,,
335,1,345.6775,-7.2985,1206464815,,,,,
335,1,350.5541,-17.4546,1206464859,,,,,
335,1,347.8435,-7.5029,1206464890,,,,,
335,1,346.7433,-1.3913,1206464920,,,,,
335,1,347.3251,-4.4088,1206464935,,,,,
335,1,347.7829,-11.1702,1206464994,,,,,
335,1,348.7861,-17.6892,1206465025,,,,,
335,1,351.7073,-11.7567,1206465055,,,,,
335,1,352.4357,-8.1899,1206465086,,,,,
335,1,351.387,-1.3995,1206465131,,,,,
335,1,346.1682,-3.2445,1206465162,,,,,
335,1,342.7171,-8.0331,1206465190,,,,,
335,1,344.8126,-13.0055,1206465219,,,,,
335,1,345.9514,-12.2213,1206465235,,,,,
335,1,350.3257,-8.7491,1206465297,,,,,
335,1,336.4188,-3.6131,1206465325,,,,,
335,1,340.1673,-6.1347,1206465354,,,,,
335,1,339.8469,-5.0126,1206465385,,,,,
335,1,343.0906,-6.9571,1206465432,,,,,
335,1,340.0746,-4.391,1206465462,,,,,
335,1,340.5028,-8.2123,1206465489,,,,,
335,1,341.5051,-9.2395,1206465520,,,,,
335,1,341.7536,-8.9142,1206465534,,,,,
335,1,337.0614,-13.3359,1206465597,,,,,
335,1,337.6898,-9.8277,1206465625,,,,,
335,1,336.6207,-15.5239,1206465655,,,,,
335,1,337.4863,-16.2674,1206465687,,,,,
335,1,326.4283,-21.512,1206465730,,,,,
335,1,329.7502,-20.6236,1206465759,,,,,
335,1,331.9568,-18.1038,1206465790,,,,,
335,1,337.9033,-17.9897,1206465820,,,,,
335,1,339.2762,-16.8277,1206465835,,,,,
335,1,338.119,-18.1957,1206465895,,,,,
335,1,338.7559,-13.2615,1206465927,,,,,
335,1,344.5385,-6.1337,1206465955,,,,,
335,1,350.1034,-0.7462,1206465984,,,,,
335,1,347.4538,-4.265,1206466029,,,,,
335,1,340.4959,0.5103,1206466060,,,,,
335,1,341.0675,2.2538,1206466090,,,,,
335,1,332.0544,-5.2454,1206466119,,,,,
335,1,333.6077,-12.6483,1206466165,,,,,
335,1,332.5253,-11.5238,1206466195,,,,,
335,1,349.5776,-2.6613,1206466225,,,,,
335,1,348.46,-8.3351,1206466254,,,,,
335,1,337.2216,-24.0061,1206466286,,,,,
335,1,338.2807,-22.8663,1206466330,,,,,
335,1,342.3612,-10.3755,1206466360,,,,,
335,1,337.3836,-10.1293,1206466389,,,,,
335,1,335.0332,-11.1305,1206466422,,,,,
335,1,336.2734,-10.1171,1206466434,,,,,
335,1,348.5786,-3.7367,1206466495,,,,,
335,1,354.6223,-0.4745,1206466524,,,,,
335,1,359.0543,-1.4056,1206466555,,,,,
335,1,353.3049,-7.4372,1206466585,,,,,
335,1,340.9161,-16.9047,1206466630,,,,,
335,1,340.7058,-14.2868,1206466659,,,,,
335,1,340.4742,-22.8245,1206466690,,,,,
335,1,337.0825,-19.6778,1206466720,,,,,
335,1,337.8551,-14.6093,1206466766,,,,,
335,1,337.404,-12.4755,1206466794,,,,,
-1,1,340.945,-7.202,1206466825,,,,,
-1,1,341.9822,-4.0816,1206466856,,,,,
-1,1,341.1122,-4.944,1206466884,,,,,
-1,1,339.9705,-4.7757,1206466929,,,,,
-1,1,344.7198,-5.6397,1206466960,,,,,
-1,1,349.6357,-8.1092,1206466992,,,,,
-1,1,347.6594,-10.5629,1206467019,,,,,
-1,1,223.802,-4.6687,1206467065,,,,,
-1,1,89.5863,3.0291,1206467095,,,,,
-1,1,32.1299,-3.9191,1206467125,,,,,
-1,1,21.5522,-7.0027,1206467154,,,,,
-1,1,19.4656,-2.6062,1206467185,,,,,
-1,1,12.4165,-8.2677,1206467230,,,,,
-1,1,22.7376,-7.4553,1206467260,,,,,
-1,1,27.0263,-7.3144,1206467289,,,,,
-1,1,26.0958,-6.9442,1206467334,,,,,
-1,1,13.2679,-13.8779,1206467366,,,,,
-1,1,8.9026,-12.2007,1206467395,,,,,
-1,1,9.9239,-7.036,1206467424,,,,,
-1,1,11.8321,-4.5345,1206467456,,,,,
-1,1,11.117,-4.5518,1206467485,,,,,
-1,1,0.7284,9.7805,1206467530,,,,,
-1,1,-3.8452,1.2787,1206467559,,,,,
-1,1,1.7998,-4.8138,1206467590,,,,,
-1,1,11.6884,-13.9912,1206467620,,,,,
-1,1,17.3345,-23.569,1206467666,,,,,
-1,1,15.9422,-23.0824,1206467694,,,,,
-1,1,13.8622,-10.6213,1206467725,,,,,
-1,1,19.6304,-6.2713,1206467755,,,,,
-1,1,19.4521,-10.9536,1206467786,,,,,
-1,1,25.8392,-21.8375,1206467831,,,,,
-1,1,11.9498,-7.7199,1206467860,,,,,
-1,1,7.7935,-4.8048,1206467890,,,,,
-1,1,9.341,-8.9361,1206467919,,,,,
-1,1,15.3802,-14.0954,1206467965,,,,,
-1,1,14.2818,-7.6845,1206467995,,,,,
-1,1,11.9838,-6.4315,1206468027,,,,,
-1,1,12.1926,-15.8599,1206468054,,,,,
-1,1,17.5948,-4.3248,1206468085,,,,,
-1,1,14.8598,1.12,1206468130,,,,,
-1,1,16.7195,-8.9641,1206468160,,,,,
-1,1,15.9545,-14.8676,1206468189,,,,,
-1,1,19.4361,-19.4742,1206468234,,,,,
-1,1,19.6165,-14.594,1206468266,,,,,
-1,1,13.2532,-8.3453,1206468295,,,,,
-1,1,5.8678,-9.9711,1206468324,,,,,
-1,1,5.4959,-7.3913,1206468369,,,,,
-1,1,15.2126,-10.8415,1206468385,,,,,
-1,1,17.1697,-12.9653,1206468432,,,,,
-1,1,9.3289,-16.2919,1206468459,,,,,
-1,1,8.8316,-11.8613,1206468490,,,,,
-1,1,8.3198,-14.6195,1206468535,,,,,
-1,1,8.5221,-14.473,1206468566,,,,,
-1,1,2.0725,-14.955,1206468594,,,,,
-1,1,1.7375,-13.5204,1206468625,,,,,
-1,1,4.5507,-10.2509,1206468655,,,,,
-1,1,6.8742,-4.9386,1206468684,,,,,
-1,1,6.1397,-3.957,1206468729,,,,,
-1,1,14.2605,-0.0759,1206468760,,,,,
-1,1,12.2189,-1.3833,1206468790,,,,,
-1,1,8.5841,8.6466,1206468835,,,,,
-1,1,1.5876,-6.6131,1206468865,,,,,
-1,1,2.444,-10.6062,1206468896,,,,,
-1,1,2.7875,-12.0028,1206468925,,,,,
-1,1,5.1069,-7.4426,1206468954,,,,,
-1,1,2.8532,-8.2569,1206468985,,,,,
-1,1,-1.8727,-14.1001,1206469030,,,,,
-1,1,-1.115,-15.3011,1206469060,,,,,
-1,1,12.5415,-17.7483,1206469089,,,,,
-1,1,6.9559,-14.6553,1206469134,,,,,
-1,1,5.5934,-13.9248,1206469166,,,,,
-1,1,-2.1655,-7.6374,1206469195,,,,,
-1,1,-2.3778,-11.726,1206469225,,,,,
-1,1,3.8954,-9.8782,1206469269,,,,,
-1,1,2.2741,-12.0238,1206469285,,,,,
-1,1,2.1617,-8.4497,1206469330,,,,,
-1,1,1.3178,-9.1688,1206469359,,,,,
-1,1,1.7185,-8.7435,1206469390,,,,,
-1,1,-1.612,-3.664,1206469435,,,,,
-1,1,2.4188,-1.8792,1206469466,,,,,
-1,1,5.5539,-1.9376,1206469494,,,,,
-1,1,4.6032,-8.9488,1206469525,,,,,
-1,1,5.6912,-4.4027,1206469570,,,,,
-1,1,4.9284,-4.6568,1206469583,,,,,
-1,1,1.6934,3.0332,1206469629,,,,,
-1,1,4.9751,-2.8597,1206469660,,,,,
-1,1,3.7128,-6.3089,1206469690,,,,,
-1,1,5.6497,-12.4067,1206469735,,,,,
-1,1,10.9191,-13.0609,1206469765,,,,,
-1,1,13.9614,-11.4981,1206469795,,,,,
-337,1,13.2455,-11.6083,1206469826,,,,,
-337,1,13.3007,-12.9153,1206469854,,,,,
-337,1,8.5191,-9.0378,1206469885,,,,,
-337,1,7.4723,-8.7522,1206469930,,,,,
-337,1,10.7787,2.1661,1206469960,,,,,
-337,1,11.3264,-4.6374,1206469989,,,,,
-337,1,-16.9437,-18.3976,1206470034,,,,,
-337,1,-117.1308,-7.838,1206470066,,,,,
-337,1,-279.4729,8.3108,1206470095,,,,,
-337,1,-361.3709,32.9589,1206470124,,,,,
-337,1,-360.3688,29.4656,1206470169,,,,,
-337,1,-359.0257,28.5386,1206470185,,,,,
-337,1,-339.0641,14.952,1206470230,,,,,
-337,1,-335.4339,7.5367,1206470259,,,,,
-337,1,-333.3926,-0.7322,1206470303,,,,,
-337,1,-333.8391,-5.9228,1206470335,,,,,
-337,1,-333.8391,-5.9228,1206470355,,,,,
-337,1,-333.8391,-5.9228,1206470384,,,,,
-337,1,-333.8391,-5.9228,1206470414,,,,,
-337,1,-312.4754,-4.0285,1206470459,,,,,
-337,1,-364.1519,0.622,1206470474,,,,,
-337,1,-364.1268,3.8628,1206470519,,,,,
-337,1,-368.5423,19.196,1206470560,,,,,
-337,1,-374.6132,29.4532,1206470605,,,,,
-337,1,-369.7463,25.7818,1206470635,,,,,
-337,1,-361.6667,19.2595,1206470665,,,,,
-337,1,-342.4787,6.5972,1206470695,,,,,
-337,1,-326.0437,-1.0885,1206470725,,,,,
-337,1,-323.3354,-1.4487,1206470771,,,,,
-337,1,-324.4975,-6.5289,1206470785,,,,,
-337,1,-324.4835,-7.125,1206470831,,,,,
-337,1,-325.3139,-4.9122,1206470860,,,,,
-337,1,-319.7312,-11.8495,1206470905,,,,,
-337,1,-322.1421,-15.2933,1206470934,,,,,
-337,1,-321.9516,-16.5827,1206470966,,,,,
-337,1,-318.9424,-17.1768,1206470997,,,,,
-337,1,-319.0933,-18.4144,1206471025,,,,,
-337,1,-318.7632,-12.3005,1206471068,,,,,
-337,1,-318.7784,-9.1355,1206471085,,,,,
-337,1,-318.01,-1.8523,1206471130,,,,,
-337,1,-313.9917,-6.5763,1206471158,,,,,
-337,1,-311.591,-10.8461,1206471203,,,,,
-337,1,-310.8455,-19.338,1206471235,,,,,
-337,1,-313.4601,-17.3648,1206471266,,,,,
-337,1,-320.6656,-13.5718,1206471293,,,,,
-337,1,-324.5588,-9.6635,1206471325,,,,,
-337,1,-331.9288,-8.8647,1206471371,,,,,
-337,1,-336.1273,-5.8018,1206471383,,,,,
-337,1,-337.0929,-5.7334,1206471428,,,,,
-337,1,-333.1564,-8.5218,1206471460,,,,,
-337,1,-322.2164,-6.4708,1206471505,,,,,
-337,1,-319.2995,1.2017,1206471535,,,,,
-337,1,-319.3084,7.2824,1206471565,,,,,
-337,1,-326.0542,-1.1769,1206471595,,,,,
-337,1,-334.9388,-6.6449,1206471625,,,,,
-337,1,-327.0344,-10.9022,1206471670,,,,,
-337,1,-324.6446,-7.5977,1206471685,,,,,
-337,1,-330.0722,-6.8454,1206471730,,,,,
-337,1,-330.6641,-4.4907,1206471760,,,,,
-337,1,-326.2475,8.2177,1206471805,,,,,
-337,1,-328.9753,-6.4094,1206471833,,,,,
-337,1,-331.6521,-14.0981,1206471866,,,,,
-337,1,-330.6644,-12.7637,1206471895,,,,,
-337,1,-323.4484,-7.8116,1206471940,,,,,
-337,1,-325.6808,-7.759,1206471968,,,,,
-337,1,-325.5469,-7.5905,1206471985,,,,,
-337,1,-329.9624,-8.343,1206472030,,,,,
-337,1,-329.4502,-8.9287,1206472058,,,,,
-337,1,-445.0077,10.4074,1206472103,,,,,
-337,1,-460.1412,11.6942,1206472135,,,,,
-337,1,-495.5295,14.8831,1206472166,,,,,
-337,1,-495.5708,17.9135,1206472193,,,,,
-337,1,-493.1329,5.8283,1206472238,,,,,
-337,1,-505.2406,-10.7293,1206472270,,,,,
-337,1,-505.9366,-12.9752,1206472283,,,,,
-337,1,-510.3869,-15.5528,1206472329,,,,,
-337,1,-499.7167,-7.4683,1206472373,,,,,
-337,1,-486.5275,-6.1439,1206472406,,,,,
-337,1,-389.5985,3.9336,1206472437,,,,,
-337,1,-383.3663,4.4293,1206472465,,,,,
-337,1,-354.9565,7.9943,1206472497,,,,,
-337,1,-355.1158,2.0744,1206472525,,,,,
-337,1,-346.974,0.0061,1206472570,,,,,
-337,1,-347.0869,-0.7011,1206472585,,,,,
-337,1,-346.1097,5.7024,1206472630,,,,,
-337,1,-342.7849,8.9906,1206472660,,,,,
-337,1,-337.101,6.2007,1206472705,,,,,
-337,1,-336.8191,6.6016,1206472734,,,,,
-337,1,-332.2563,9.2654,1206472766,,,,,
-337,1,-329.8744,3.3298,1206472795,,,,,
-673,1,-320.35,0.045,1206472840,,,,,
-673,1,-318.5395,2.2456,1206472870,,,,,
-673,1,-320.2051,0.7319,1206472874,,,,,
-673,1,-321.1685,-5.24,1206472930,,,,,
-673,1,-326.691,-6.2938,1206472958,,,,,
-673,1,-337.5237,3.1543,1206473003,,,,,
-673,1,-335.541,2.0472,1206473035,,,,,
-673,1,-351.0905,5.2152,1206473066,,,,,
-673,1,-380.5732,4.9951,1206473093,,,,,
-673,1,-633.7197,20.0242,1206473140,,,,,
